date,failure,Smart 194: Temperature_Celsius (Raw Value),Smart 1: Raw_Read_Error_Rate (Raw Value),Smart 12: Power_Cycle_Count (Raw Value),Smart 4: Start_Stop_Count (Raw Value),Smart 10: Spin_Retry_Count (Raw Value),Smart 192: Power-Off_Retract_Count (Raw Value),Smart 9: Power_On_Hours (Raw Value),Smart 7: Seek_Error_Rate (Raw Value),Smart 193: Load_Cycle_Count (Raw Value),Smart 3: Spin_Up_Time (Raw Value),Smart 11: Calibration_Retry_Count (Raw Value),Smart 200: Multi_Zone_Error_Rate (Raw Value),Smart 5: Reallocated_Sector_Ct (Raw Value),Smart 197: Current_Pending_Sector (Raw Value),Smart 198: Offline_Uncorrectable (Raw Value),Smart 199: UDMA_CRC_Error_Count (Raw Value),Smart 196: Reallocated_Event_Count (Raw Value),op_fail_30,op_fail_15,op_fail_1
2015-08-18,0,35,0,1,1,0,0,14,0,1,0,0,0,0,0,0,0,0,False,False,False
2015-08-19,0,34,0,1,1,0,0,38,0,1,0,0,0,0,0,0,0,0,False,False,False
2015-08-20,0,34,0,1,1,0,0,62,0,2,0,0,0,0,0,0,0,0,False,False,False
2015-08-21,0,35,0,1,1,0,0,85,0,3,0,0,0,0,0,0,0,0,False,False,False
2015-08-22,0,34,0,1,1,0,0,110,0,4,0,0,0,0,0,0,0,0,False,False,False
2015-08-23,0,34,0,1,1,0,0,134,0,5,0,0,0,0,0,0,0,0,False,False,False
2015-08-24,0,33,0,1,1,0,0,157,0,5,0,0,0,0,0,0,0,0,False,False,False
2015-08-25,0,34,0,1,1,0,0,182,0,6,0,0,0,0,0,0,0,0,False,False,False
2015-08-26,0,34,0,1,1,0,0,206,0,7,0,0,0,0,0,0,0,0,False,False,False
2015-08-27,0,34,0,1,1,0,0,229,0,8,0,0,0,0,0,0,0,0,False,False,False
2015-08-28,0,34,0,1,1,0,0,254,0,9,0,0,0,0,0,0,0,0,False,False,False
2015-08-29,0,34,0,1,1,0,0,278,0,10,0,0,0,0,0,0,0,0,False,False,False
2015-08-30,0,34,0,1,1,0,0,301,0,11,0,0,0,0,0,0,0,0,False,False,False
2015-08-31,0,34,0,1,1,0,0,325,0,12,0,0,0,0,0,0,0,0,False,False,False
2015-09-01,0,34,0,1,1,0,0,350,0,12,0,0,0,0,0,0,0,0,False,False,False
2015-09-02,0,34,0,1,1,0,0,373,0,13,0,0,0,0,0,0,0,0,False,False,False
2015-09-03,0,34,0,1,1,0,0,397,0,14,0,0,0,0,0,0,0,0,False,False,False
2015-09-04,0,33,0,1,1,0,0,422,0,15,0,0,0,0,0,0,0,0,False,False,False
2015-09-05,0,34,0,1,1,0,0,445,0,16,0,0,0,0,0,0,0,0,False,False,False
2015-09-06,0,34,0,1,1,0,0,469,0,17,0,0,0,0,0,0,0,0,False,False,False
2015-09-07,0,34,0,1,1,0,0,494,0,18,0,0,0,0,0,0,0,0,False,False,False
2015-09-08,0,34,0,1,1,0,0,517,0,18,0,0,0,0,0,0,0,0,False,False,False
2015-09-09,0,34,0,1,1,0,0,541,0,19,0,0,0,0,0,0,0,0,False,False,False
2015-09-10,0,33,0,1,1,0,0,565,0,20,0,0,0,0,0,0,0,0,False,False,False
2015-09-11,0,34,0,1,1,0,0,589,0,21,0,0,0,0,0,0,0,0,False,False,False
2015-09-12,0,34,0,1,1,0,0,613,0,21,0,0,0,0,0,0,0,0,False,False,False
2015-09-13,0,34,0,1,1,0,0,637,0,22,0,0,0,0,0,0,0,0,False,False,False
2015-09-14,0,34,0,1,1,0,0,661,0,23,0,0,0,0,0,0,0,0,False,False,False
2015-09-15,0,34,0,1,1,0,0,685,0,24,0,0,0,0,0,0,0,0,False,False,False
2015-09-16,0,34,0,1,1,0,0,709,0,24,0,0,0,0,0,0,0,0,False,False,False
2015-09-17,0,34,0,1,1,0,0,733,0,25,0,0,0,0,0,0,0,0,False,False,False
